 method_name,query_file,query_column,query_selectivity,TP,FP,FN,TN,accuracy,precision,recall,f1-score,time,threshold,dataset
cms_sampling,disc.csv,A29 Gang Related Behavior R,"medium
",652,2,0,58804,0.9999663628107235,0.9969418960244648,1.0,0.9984686064318529,654.9384169578552,0.7,nyc_1000_8
cms_earlystopping,disc.csv,A29 Gang Related Behavior R,"medium
",0,0,652,58806,0.9890342762958727,0.0,0.0,0.0,65.49405479431152,0.7,nyc_1000_8
cms_minhash,disc.csv,A29 Gang Related Behavior R,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,2.3666956424713135,0.7,nyc_1000_8
cms_minhash_lsh,disc.csv,A29 Gang Related Behavior R,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,0.0587921142578125,0.7,nyc_1000_8
cms,naib-xtez.csv,a40_taking_property_without,"medium
",501,0,0,58957,1.0,1.0,1.0,1.0,1318.2835869789124,0.7,nyc_1000_8
cms_sampling,naib-xtez.csv,a40_taking_property_without,"medium
",501,1,0,58956,0.9999831814053618,0.99800796812749,1.0,0.9990029910269193,655.4375324249268,0.7,nyc_1000_8
cms_earlystopping,naib-xtez.csv,a40_taking_property_without,"medium
",0,0,501,58957,0.9915738840862458,0.0,0.0,0.0,65.68700361251831,0.7,nyc_1000_8
cms_minhash,naib-xtez.csv,a40_taking_property_without,"medium
",501,1,0,58956,0.9999831814053618,0.99800796812749,1.0,0.9990029910269193,2.324403762817383,0.7,nyc_1000_8
cms_minhash_lsh,naib-xtez.csv,a40_taking_property_without,"medium
",501,1,0,58956,0.9999831814053618,0.99800796812749,1.0,0.9990029910269193,0.06296944618225098,0.7,nyc_1000_8
cms,t5qg-w9sq.csv,B31 Scholastic Dishonesty R,"medium
",652,0,0,58806,1.0,1.0,1.0,1.0,1319.410542011261,0.7,nyc_1000_8
cms_sampling,t5qg-w9sq.csv,B31 Scholastic Dishonesty R,"medium
",652,2,0,58804,0.9999663628107235,0.9969418960244648,1.0,0.9984686064318529,656.1144824028015,0.7,nyc_1000_8
cms_earlystopping,t5qg-w9sq.csv,B31 Scholastic Dishonesty R,"medium
",0,0,652,58806,0.9890342762958727,0.0,0.0,0.0,65.60252213478088,0.7,nyc_1000_8
cms_minhash,t5qg-w9sq.csv,B31 Scholastic Dishonesty R,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,2.3494718074798584,0.7,nyc_1000_8
cms_minhash_lsh,t5qg-w9sq.csv,B31 Scholastic Dishonesty R,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,0.09401249885559082,0.7,nyc_1000_8
cms,ek6b-5n74.csv,description_of_code,"high
",8,0,0,59450,1.0,1.0,1.0,1.0,1320.9277868270874,0.7,nyc_1000_8
cms_sampling,ek6b-5n74.csv,description_of_code,"high
",8,0,0,59450,1.0,1.0,1.0,1.0,656.5021595954895,0.7,nyc_1000_8
cms_earlystopping,ek6b-5n74.csv,description_of_code,"high
",8,0,0,59450,1.0,1.0,1.0,1.0,66.88957595825195,0.7,nyc_1000_8
cms_minhash,ek6b-5n74.csv,description_of_code,"high
",8,0,0,59450,1.0,1.0,1.0,1.0,2.323551654815674,0.7,nyc_1000_8
cms_minhash_lsh,ek6b-5n74.csv,description_of_code,"high
",8,0,0,59450,1.0,1.0,1.0,1.0,0.000385284423828125,0.7,nyc_1000_8
cms,i6ky-n2wd.csv,_2_superintendent,"medium
",501,0,0,58957,1.0,1.0,1.0,1.0,1320.5424511432648,0.7,nyc_1000_8
cms_sampling,i6ky-n2wd.csv,_2_superintendent,"medium
",501,1,0,58956,0.9999831814053618,0.99800796812749,1.0,0.9990029910269193,656.2590973377228,0.7,nyc_1000_8
cms_earlystopping,i6ky-n2wd.csv,_2_superintendent,"medium
",0,0,501,58957,0.9915738840862458,0.0,0.0,0.0,65.50855803489685,0.7,nyc_1000_8
cms_minhash,i6ky-n2wd.csv,_2_superintendent,"medium
",501,1,0,58956,0.9999831814053618,0.99800796812749,1.0,0.9990029910269193,2.2982828617095947,0.7,nyc_1000_8
cms_minhash_lsh,i6ky-n2wd.csv,_2_superintendent,"medium
",501,1,0,58956,0.9999831814053618,0.99800796812749,1.0,0.9990029910269193,0.06412124633789062,0.7,nyc_1000_8
cms,disc.csv,A37 Intimidating and Bullying Behavior  S,"medium
",652,0,0,58806,1.0,1.0,1.0,1.0,1320.6585309505463,0.7,nyc_1000_8
cms_sampling,disc.csv,A37 Intimidating and Bullying Behavior  S,"medium
",652,2,0,58804,0.9999663628107235,0.9969418960244648,1.0,0.9984686064318529,656.0875082015991,0.7,nyc_1000_8
cms_earlystopping,disc.csv,A37 Intimidating and Bullying Behavior  S,"medium
",0,0,652,58806,0.9890342762958727,0.0,0.0,0.0,65.3166069984436,0.7,nyc_1000_8
cms_minhash,disc.csv,A37 Intimidating and Bullying Behavior  S,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,2.38387393951416,0.7,nyc_1000_8
cms_minhash_lsh,disc.csv,A37 Intimidating and Bullying Behavior  S,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,0.05878257751464844,0.7,nyc_1000_8
cms,4nft-bihw.csv,tax_year,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,1319.578115940094,0.7,nyc_1000_8
cms_sampling,4nft-bihw.csv,tax_year,"high
",1,3,0,59454,0.9999495442160853,0.25,1.0,0.4,655.4472033977509,0.7,nyc_1000_8
cms_earlystopping,4nft-bihw.csv,tax_year,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,69.35369896888733,0.7,nyc_1000_8
cms_minhash,4nft-bihw.csv,tax_year,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,2.299494981765747,0.7,nyc_1000_8
cms_minhash_lsh,4nft-bihw.csv,tax_year,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,0.0011320114135742188,0.7,nyc_1000_8
cms,fx4z-5xg2.csv,stop_question_frisk_complaint,"high
",128,0,0,59330,1.0,1.0,1.0,1.0,1321.3626210689545,0.7,nyc_1000_8
cms_sampling,fx4z-5xg2.csv,stop_question_frisk_complaint,"high
",124,0,4,59330,0.9999327256214471,1.0,0.96875,0.9841269841269841,656.1080980300903,0.7,nyc_1000_8
cms_earlystopping,fx4z-5xg2.csv,stop_question_frisk_complaint,"high
",0,0,128,59330,0.9978472198863063,0.0,0.0,0.0,65.72395443916321,0.7,nyc_1000_8
cms_minhash,fx4z-5xg2.csv,stop_question_frisk_complaint,"high
",127,0,1,59330,0.9999831814053618,1.0,0.9921875,0.996078431372549,2.361140012741089,0.7,nyc_1000_8
cms_minhash_lsh,fx4z-5xg2.csv,stop_question_frisk_complaint,"high
",127,0,1,59330,0.9999831814053618,1.0,0.9921875,0.996078431372549,0.011014699935913086,0.7,nyc_1000_8
cms,naib-xtez.csv,a59_using_weapon_other_than,"medium
",501,0,0,58957,1.0,1.0,1.0,1.0,1322.8860273361206,0.7,nyc_1000_8
cms_sampling,naib-xtez.csv,a59_using_weapon_other_than,"medium
",501,1,0,58956,0.9999831814053618,0.99800796812749,1.0,0.9990029910269193,655.8291733264923,0.7,nyc_1000_8
cms_earlystopping,naib-xtez.csv,a59_using_weapon_other_than,"medium
",0,0,501,58957,0.9915738840862458,0.0,0.0,0.0,65.62629008293152,0.7,nyc_1000_8
cms_minhash,naib-xtez.csv,a59_using_weapon_other_than,"medium
",501,1,0,58956,0.9999831814053618,0.99800796812749,1.0,0.9990029910269193,2.30881404876709,0.7,nyc_1000_8
cms_minhash_lsh,naib-xtez.csv,a59_using_weapon_other_than,"medium
",501,1,0,58956,0.9999831814053618,0.99800796812749,1.0,0.9990029910269193,0.06381583213806152,0.7,nyc_1000_8
cms,64pu-zyr2.csv,A36 Intimidating and Bullying Behavior R,"medium
",970,0,0,58488,1.0,1.0,1.0,1.0,1322.4672408103943,0.7,nyc_1000_8
cms_sampling,64pu-zyr2.csv,A36 Intimidating and Bullying Behavior R,"medium
",970,2,0,58486,0.9999663628107235,0.9979423868312757,1.0,0.9989701338825953,655.5169191360474,0.7,nyc_1000_8
cms_earlystopping,64pu-zyr2.csv,A36 Intimidating and Bullying Behavior R,"medium
",4,0,966,58488,0.9837532375794679,1.0,0.004123711340206186,0.008213552361396304,66.73288559913635,0.7,nyc_1000_8
cms_minhash,64pu-zyr2.csv,A36 Intimidating and Bullying Behavior R,"medium
",970,4,0,58484,0.9999327256214471,0.9958932238193019,1.0,0.9979423868312758,2.4101202487945557,0.7,nyc_1000_8
cms_minhash_lsh,64pu-zyr2.csv,A36 Intimidating and Bullying Behavior R,"medium
",970,4,0,58484,0.9999327256214471,0.9958932238193019,1.0,0.9979423868312758,0.04860663414001465,0.7,nyc_1000_8
cms,45nu-yrf2.csv,6 EXPULSIONS,"medium
",652,0,0,58806,1.0,1.0,1.0,1.0,1322.2550971508026,0.7,nyc_1000_8
cms_sampling,45nu-yrf2.csv,6 EXPULSIONS,"medium
",652,2,0,58804,0.9999663628107235,0.9969418960244648,1.0,0.9984686064318529,656.5286817550659,0.7,nyc_1000_8
cms_earlystopping,45nu-yrf2.csv,6 EXPULSIONS,"medium
",0,0,652,58806,0.9890342762958727,0.0,0.0,0.0,65.33656072616577,0.7,nyc_1000_8
cms_minhash,45nu-yrf2.csv,6 EXPULSIONS,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,2.3943586349487305,0.7,nyc_1000_8
cms_minhash_lsh,45nu-yrf2.csv,6 EXPULSIONS,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,0.057900428771972656,0.7,nyc_1000_8
cms,6bqn-qdwq.csv,tnc_mode,"high
",2,0,0,59456,1.0,1.0,1.0,1.0,1320.9427659511566,0.7,nyc_1000_8
cms_sampling,6bqn-qdwq.csv,tnc_mode,"high
",2,1,0,59455,0.9999831814053618,0.6666666666666666,1.0,0.8,656.5716614723206,0.7,nyc_1000_8
cms_earlystopping,6bqn-qdwq.csv,tnc_mode,"high
",2,0,0,59456,1.0,1.0,1.0,1.0,67.01989984512329,0.7,nyc_1000_8
cms_minhash,6bqn-qdwq.csv,tnc_mode,"high
",2,0,0,59456,1.0,1.0,1.0,1.0,2.351577043533325,0.7,nyc_1000_8
cms_minhash_lsh,6bqn-qdwq.csv,tnc_mode,"high
",2,0,0,59456,1.0,1.0,1.0,1.0,0.011766672134399414,0.7,nyc_1000_8
cms,g3xg-qtbc.csv,approx_date_closed,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,1321.9201152324677,0.7,nyc_1000_8
cms_sampling,g3xg-qtbc.csv,approx_date_closed,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,655.8207259178162,0.7,nyc_1000_8
cms_earlystopping,g3xg-qtbc.csv,approx_date_closed,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,68.68932795524597,0.7,nyc_1000_8
cms_minhash,g3xg-qtbc.csv,approx_date_closed,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,2.310429573059082,0.7,nyc_1000_8
cms_minhash_lsh,g3xg-qtbc.csv,approx_date_closed,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,0.0003840923309326172,0.7,nyc_1000_8
cms,disc.csv,A52 Group Violence S,"medium
",652,0,0,58806,1.0,1.0,1.0,1.0,1324.9556114673615,0.7,nyc_1000_8
cms_sampling,disc.csv,A52 Group Violence S,"medium
",652,2,0,58804,0.9999663628107235,0.9969418960244648,1.0,0.9984686064318529,656.9033653736115,0.7,nyc_1000_8
cms_earlystopping,disc.csv,A52 Group Violence S,"medium
",0,0,652,58806,0.9890342762958727,0.0,0.0,0.0,65.73374700546265,0.7,nyc_1000_8
cms_minhash,disc.csv,A52 Group Violence S,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,2.38741135597229,0.7,nyc_1000_8
cms_minhash_lsh,disc.csv,A52 Group Violence S,"medium
",652,1,0,58805,0.9999831814053618,0.998468606431853,1.0,0.9992337164750957,0.029613971710205078,0.7,nyc_1000_8
cms,n84m-kx4j.csv,vehicle_engine_horsepower,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,1321.0923030376434,0.7,nyc_1000_8
cms_sampling,n84m-kx4j.csv,vehicle_engine_horsepower,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,656.8168270587921,0.7,nyc_1000_8
cms_earlystopping,n84m-kx4j.csv,vehicle_engine_horsepower,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,79.6562168598175,0.7,nyc_1000_8
cms_minhash,n84m-kx4j.csv,vehicle_engine_horsepower,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,2.35136342048645,0.7,nyc_1000_8
cms_minhash_lsh,n84m-kx4j.csv,vehicle_engine_horsepower,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,0.0002071857452392578,0.7,nyc_1000_8
cms,jpcp-ic7c.csv,qworktravelcode06,"high
",41,0,0,59417,1.0,1.0,1.0,1.0,1335.2852382659912,0.7,nyc_1000_8
cms_sampling,jpcp-ic7c.csv,qworktravelcode06,"high
",41,8,0,59409,0.9998654512428942,0.8367346938775511,1.0,0.9111111111111111,664.3097903728485,0.7,nyc_1000_8
cms_earlystopping,jpcp-ic7c.csv,qworktravelcode06,"high
",0,0,41,59417,0.9993104376198325,0.0,0.0,0.0,66.42651414871216,0.7,nyc_1000_8
cms_minhash,jpcp-ic7c.csv,qworktravelcode06,"high
",41,4,0,59413,0.9999327256214471,0.9111111111111111,1.0,0.9534883720930233,2.274022340774536,0.7,nyc_1000_8
cms_minhash_lsh,jpcp-ic7c.csv,qworktravelcode06,"high
",41,4,0,59413,0.9999327256214471,0.9111111111111111,1.0,0.9534883720930233,0.009024858474731445,0.7,nyc_1000_8
cms,8nqg-ia7v.csv,flag_mc,"high
",24,0,0,59434,1.0,1.0,1.0,1.0,1319.574110507965,0.7,nyc_1000_8
cms_sampling,8nqg-ia7v.csv,flag_mc,"high
",24,2,0,59432,0.9999663628107235,0.9230769230769231,1.0,0.9600000000000001,654.2695112228394,0.7,nyc_1000_8
cms_earlystopping,8nqg-ia7v.csv,flag_mc,"high
",24,0,0,59434,1.0,1.0,1.0,1.0,97.32990002632141,0.7,nyc_1000_8
cms_minhash,8nqg-ia7v.csv,flag_mc,"high
",23,0,1,59434,0.9999831814053618,1.0,0.9583333333333334,0.9787234042553191,2.2866718769073486,0.7,nyc_1000_8
cms_minhash_lsh,8nqg-ia7v.csv,flag_mc,"high
",23,0,1,59434,0.9999831814053618,1.0,0.9583333333333334,0.9787234042553191,0.0026378631591796875,0.7,nyc_1000_8
cms,vc9v-wg6y.csv,ell_arabic,"high
",54,0,0,59404,1.0,1.0,1.0,1.0,1319.8767807483673,0.7,nyc_1000_8
cms_sampling,vc9v-wg6y.csv,ell_arabic,"high
",54,4,0,59400,0.9999327256214471,0.9310344827586207,1.0,0.9642857142857143,654.551109790802,0.7,nyc_1000_8
cms_earlystopping,vc9v-wg6y.csv,ell_arabic,"high
",54,0,0,59404,1.0,1.0,1.0,1.0,97.72508525848389,0.7,nyc_1000_8
cms_minhash,vc9v-wg6y.csv,ell_arabic,"high
",53,0,1,59404,0.9999831814053618,1.0,0.9814814814814815,0.9906542056074767,2.24629282951355,0.7,nyc_1000_8
cms_minhash_lsh,vc9v-wg6y.csv,ell_arabic,"high
",53,0,1,59404,0.9999831814053618,1.0,0.9814814814814815,0.9906542056074767,0.0029261112213134766,0.7,nyc_1000_8
cms,iz2q-9x8d.csv,total_est_fee,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,1324.0520141124725,0.7,nyc_1000_8
cms_sampling,iz2q-9x8d.csv,total_est_fee,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,657.4486923217773,0.7,nyc_1000_8
cms_earlystopping,iz2q-9x8d.csv,total_est_fee,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,83.92081499099731,0.7,nyc_1000_8
cms_minhash,iz2q-9x8d.csv,total_est_fee,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,2.318024158477783,0.7,nyc_1000_8
cms_minhash_lsh,iz2q-9x8d.csv,total_est_fee,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,0.000377655029296875,0.7,nyc_1000_8
cms,uu87-uz8m.csv,asc_contact_perp,"high
",70,0,0,59388,1.0,1.0,1.0,1.0,1337.167159318924,0.7,nyc_1000_8
cms_sampling,uu87-uz8m.csv,asc_contact_perp,"high
",70,0,0,59388,1.0,1.0,1.0,1.0,665.146155834198,0.7,nyc_1000_8
cms_earlystopping,uu87-uz8m.csv,asc_contact_perp,"high
",0,0,70,59388,0.9988226983753238,0.0,0.0,0.0,66.62272000312805,0.7,nyc_1000_8
cms_minhash,uu87-uz8m.csv,asc_contact_perp,"high
",70,0,0,59388,1.0,1.0,1.0,1.0,2.170207977294922,0.7,nyc_1000_8
cms_minhash_lsh,uu87-uz8m.csv,asc_contact_perp,"high
",70,0,0,59388,1.0,1.0,1.0,1.0,0.009615182876586914,0.7,nyc_1000_8
cms,r5p4-2qap.csv,18 PRINCIPAL,"medium
",980,0,0,58478,1.0,1.0,1.0,1.0,1311.3154504299164,0.7,nyc_1000_8
cms_sampling,r5p4-2qap.csv,18 PRINCIPAL,"medium
",980,4,0,58474,0.9999327256214471,0.9959349593495935,1.0,0.9979633401221996,652.1199240684509,0.7,nyc_1000_8
cms_earlystopping,r5p4-2qap.csv,18 PRINCIPAL,"medium
",289,0,691,58478,0.9883783511049816,1.0,0.29489795918367345,0.4554767533490937,114.59547472000122,0.7,nyc_1000_8
cms_minhash,r5p4-2qap.csv,18 PRINCIPAL,"medium
",980,6,0,58472,0.9998990884321706,0.9939148073022313,1.0,0.9969481180061037,2.4352171421051025,0.7,nyc_1000_8
cms_minhash_lsh,r5p4-2qap.csv,18 PRINCIPAL,"medium
",980,6,0,58472,0.9998990884321706,0.9939148073022313,1.0,0.9969481180061037,0.025113821029663086,0.7,nyc_1000_8
cms,kg6x-kv5b.csv,10 REMOVALS,"medium
",652,0,0,58806,1.0,1.0,1.0,1.0,1316.2091348171234,0.7,nyc_1000_8
cms_sampling,kg6x-kv5b.csv,10 REMOVALS,"medium
",652,5,0,58801,0.9999159070268089,0.9923896499238964,1.0,0.9961802902979373,654.8292632102966,0.7,nyc_1000_8
cms_earlystopping,kg6x-kv5b.csv,10 REMOVALS,"medium
",156,0,496,58806,0.9916579770594369,1.0,0.2392638036809816,0.38613861386138615,106.23785948753357,0.7,nyc_1000_8
cms_minhash,kg6x-kv5b.csv,10 REMOVALS,"medium
",652,2,0,58804,0.9999663628107235,0.9969418960244648,1.0,0.9984686064318529,2.3711204528808594,0.7,nyc_1000_8
cms_minhash_lsh,kg6x-kv5b.csv,10 REMOVALS,"medium
",652,2,0,58804,0.9999663628107235,0.9969418960244648,1.0,0.9984686064318529,0.028894662857055664,0.7,nyc_1000_8
cms,2ps2-dsjr.csv,_05_principal,"medium
",502,0,0,58956,1.0,1.0,1.0,1.0,1320.4432668685913,0.7,nyc_1000_8
cms_sampling,2ps2-dsjr.csv,_05_principal,"medium
",502,1,0,58955,0.9999831814053618,0.9980119284294234,1.0,0.999004975124378,655.776650428772,0.7,nyc_1000_8
cms_earlystopping,2ps2-dsjr.csv,_05_principal,"medium
",150,0,352,58956,0.9940798546873423,1.0,0.29880478087649404,0.4601226993865031,109.61682271957397,0.7,nyc_1000_8
cms_minhash,2ps2-dsjr.csv,_05_principal,"medium
",502,0,0,58956,1.0,1.0,1.0,1.0,2.354891777038574,0.7,nyc_1000_8
cms_minhash_lsh,2ps2-dsjr.csv,_05_principal,"medium
",502,0,0,58956,1.0,1.0,1.0,1.0,0.03309464454650879,0.7,nyc_1000_8
cms,ijzq-5wy8.csv,modes_used_june_bus,"medium
",638,0,0,58820,1.0,1.0,1.0,1.0,1304.9398069381714,0.7,nyc_1000_8
cms_sampling,ijzq-5wy8.csv,modes_used_june_bus,"medium
",632,130,6,58690,0.9977126711292005,0.8293963254593176,0.9905956112852664,0.9028571428571428,648.5122051239014,0.7,nyc_1000_8
cms_earlystopping,ijzq-5wy8.csv,modes_used_june_bus,"medium
",638,0,0,58820,1.0,1.0,1.0,1.0,138.0229468345642,0.7,nyc_1000_8
cms_minhash,ijzq-5wy8.csv,modes_used_june_bus,"medium
",597,8,41,58812,0.9991758888627267,0.9867768595041322,0.9357366771159875,0.9605792437650844,2.3741843700408936,0.7,nyc_1000_8
cms_minhash_lsh,ijzq-5wy8.csv,modes_used_june_bus,"medium
",597,8,41,58812,0.9991758888627267,0.9867768595041322,0.9357366771159875,0.9605792437650844,0.0400390625,0.7,nyc_1000_8
cms,x5tk-fa54.csv,year_5_estimate,"high
",3,0,0,59455,1.0,1.0,1.0,1.0,1303.5047941207886,0.7,nyc_1000_8
cms_sampling,x5tk-fa54.csv,year_5_estimate,"high
",3,0,0,59455,1.0,1.0,1.0,1.0,648.7978057861328,0.7,nyc_1000_8
cms_earlystopping,x5tk-fa54.csv,year_5_estimate,"high
",3,0,0,59455,1.0,1.0,1.0,1.0,141.74984335899353,0.7,nyc_1000_8
cms_minhash,x5tk-fa54.csv,year_5_estimate,"high
",3,0,0,59455,1.0,1.0,1.0,1.0,2.358459949493408,0.7,nyc_1000_8
cms_minhash_lsh,x5tk-fa54.csv,year_5_estimate,"high
",3,0,0,59455,1.0,1.0,1.0,1.0,0.0026154518127441406,0.7,nyc_1000_8
cms,9cvd-uyw6.csv,ELL PRINCIPAL,"medium
",988,0,0,58470,1.0,1.0,1.0,1.0,1319.8271007537842,0.7,nyc_1000_8
cms_sampling,9cvd-uyw6.csv,ELL PRINCIPAL,"medium
",988,2,0,58468,0.9999663628107235,0.997979797979798,1.0,0.9989888776541962,655.8091108798981,0.7,nyc_1000_8
cms_earlystopping,9cvd-uyw6.csv,ELL PRINCIPAL,"medium
",262,0,726,58470,0.9877897002926436,1.0,0.2651821862348178,0.4192,108.3320517539978,0.7,nyc_1000_8
cms_minhash,9cvd-uyw6.csv,ELL PRINCIPAL,"medium
",988,2,0,58468,0.9999663628107235,0.997979797979798,1.0,0.9989888776541962,2.3732857704162598,0.7,nyc_1000_8
cms_minhash_lsh,9cvd-uyw6.csv,ELL PRINCIPAL,"medium
",988,2,0,58468,0.9999663628107235,0.997979797979798,1.0,0.9989888776541962,0.05005526542663574,0.7,nyc_1000_8
cms,reri-chf8.csv,grade_12,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,1311.8537755012512,0.7,nyc_1000_8
cms_sampling,reri-chf8.csv,grade_12,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,649.8460931777954,0.7,nyc_1000_8
cms_earlystopping,reri-chf8.csv,grade_12,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,181.881427526474,0.7,nyc_1000_8
cms_minhash,reri-chf8.csv,grade_12,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,2.2251811027526855,0.7,nyc_1000_8
cms_minhash_lsh,reri-chf8.csv,grade_12,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,0.0002472400665283203,0.7,nyc_1000_8
cms,268n-a7em.csv,local,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,1257.1213400363922,0.7,nyc_1000_8
cms_sampling,268n-a7em.csv,local,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,624.5334231853485,0.7,nyc_1000_8
cms_earlystopping,268n-a7em.csv,local,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,272.57322454452515,0.7,nyc_1000_8
cms_minhash,268n-a7em.csv,local,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,2.2233736515045166,0.7,nyc_1000_8
cms_minhash_lsh,268n-a7em.csv,local,"high
",1,0,0,59457,1.0,1.0,1.0,1.0,0.001913309097290039,0.7,nyc_1000_8
cms,nbun-wekj.csv,municipally_supplied_potable_1,"low
",1134,3,0,58321,0.9999495442160853,0.9973614775725593,1.0,0.9986789960369881,555.288074016571,0.7,nyc_1000_8
cms_sampling,nbun-wekj.csv,municipally_supplied_potable_1,"low
",1061,0,73,58324,0.9987722425914091,1.0,0.935626102292769,0.966742596810934,275.0342700481415,0.7,nyc_1000_8
cms_earlystopping,nbun-wekj.csv,municipally_supplied_potable_1,"low
",1134,3,0,58321,0.9999495442160853,0.9973614775725593,1.0,0.9986789960369881,41.194199562072754,0.7,nyc_1000_8
cms_minhash,nbun-wekj.csv,municipally_supplied_potable_1,"low
",1134,6,0,58318,0.9998990884321706,0.9947368421052631,1.0,0.9973614775725593,1.0995497703552246,0.7,nyc_1000_8
cms_minhash_lsh,nbun-wekj.csv,municipally_supplied_potable_1,"low
",1134,6,0,58318,0.9998990884321706,0.9947368421052631,1.0,0.9973614775725593,0.031249284744262695,0.7,nyc_1000_8
cms,4tys-3tzj.csv,multifamily_housing_number,"low
",1132,0,0,58326,1.0,1.0,1.0,1.0,555.723103761673,0.7,nyc_1000_8
cms_sampling,4tys-3tzj.csv,multifamily_housing_number,"low
",1072,0,60,58326,0.9989908843217061,1.0,0.9469964664310954,0.9727767695099818,275.2070987224579,0.7,nyc_1000_8
cms_earlystopping,4tys-3tzj.csv,multifamily_housing_number,"low
",1132,0,0,58326,1.0,1.0,1.0,1.0,41.154627561569214,0.7,nyc_1000_8
cms_minhash,4tys-3tzj.csv,multifamily_housing_number,"low
",1131,3,1,58323,0.9999327256214471,0.9973544973544973,0.9991166077738516,0.9982347749338042,1.0885343551635742,0.7,nyc_1000_8
cms_minhash_lsh,4tys-3tzj.csv,multifamily_housing_number,"low
",1131,3,1,58323,0.9999327256214471,0.9973544973544973,0.9991166077738516,0.9982347749338042,0.03173637390136719,0.7,nyc_1000_8
